no,VOC,pred,pred_수정
3212,항상 친절한 병원 운영 부탁드립니다 ,['진료경험(진료/투약/검사/회진)_부정'],
3218,"전문지식&경험을 갖추신 전문적인 엘리트 베테랑 의료진들&간호사분들께서.직장 검진자들을 위해 동분서주 하시는것이 눈에도 보이고...같은 직장 특수검진받는 사람으로...어쩌면 저 때문에 소중하고 귀한공간이 훼손되지 않았는지를 우선 저 자신을 돌아보게 됐습니다.스스로 지식&경험을 갖추신 전문적인 엘리트 의료진들&간호사분들께 폐끼친것이 없는지를 돌아보게 됐고.하나는 소변을 제출 해야하는데.(소변 조금은 거의 대부분이 마음만 먹으면.아주조금은 체취가 될텐데도.당시 이상하리만큼 안나와서.).의도치않게.바쁘신 간호사분들&의사선생님들께 죄송했는데도.바쁘신 와중에도.""서두르시지 않으셔도 됩니다.""하시며 미소지어 주시고...저 대단한 사람도 아닌데.대접 받으러 간것도 아니고...헌데...기분은.감히 너무너무 대접받고 돌아온 기분이었습니다.이 기회에.다시한번 의료진분들&베테랑 간호사분들께서 감사드립니다.두번 생각해볼것도 없이
저 개인적으로는 앞으로도 계속 건양대병원.
신관으로.검진받으러 갈것입니다 ","['의사_긍정','간호사_긍정']",
3226,교수님들 친절하시고   치료 잘해주고 있읍니다,['의사_긍정'],
3232,전반적으로 편의시설이 있어서 좋았슴,['시설/환경_긍정'],
3236,간호사 선생님들이 너무 친절하고 좋으셨어요,['간호사_긍정'],
3237, 깨끗하고 청결한 병원,['시설/환경_긍정'],
3241,"1층 주사실 간호사선생님 바뀌고 매우 친절함을 느낍니다.
상담실 직원분들은 대체적으로 말씀이 빠르고 다그치듯이 말씀하시는게 있다고 느꼈습니다.
3층 수술실 (배아이식실) 처음인 고객도 많은데 친절하게 안내 좀 해주세요. 처음이라 설레기도 두렵기도하고 어디가 어딘지 어떻게 해야 하는지 진짜 정신이 하나도 없답니다.
제발 친절하게 대해주세요 특히 이식일정 잡을때 전화주실때도요! ","['직원_부정','간호사_긍정']",
3247,진철하고 궁금한점 이해력있게 설명감사드립니다<BR/><BR/>#단 신경과 정인영 선생님(머리부분) 아닌<BR/>다른분한태 진료가 가능한가요<BR/>전혀 설명하시는 부분이이해가 안되서요<BR/>,['진료경험(진료/투약/검사/회진)_부정'],"['진료경험(진료/투약/검사/회진)_긍정','의사_부정']"
3248,병원이 전체적으로 깨끗해요,['시설/환경_긍정'],
3258,수고하세요~,['진료경험(진료/투약/검사/회진)_긍정'],
3259,많은 친절감에 놀랐습니다 입원중 비상벨을 누르면 빨리 대처해 주셔서 감사했습니다 의사분도 증세에대하여 상세하게 설명해 주셔서 좋았습니다,"['의사_긍정','진료경험(진료/투약/검사/회진)_긍정','병원시스템_긍정']",
3260,"깨끗한 환경,친절함","['시설/환경_긍정','진료경험(진료/투약/검사/회진)_긍정']",
3262,편의점 배달 서비스,[],
3265,병원생활이 불편함없어 좋앗고 모든분들이 친절하셧읍니다.,['시설/환경_긍정'],['진료경험(진료/투약/검사/회진)_긍정']
3266,너무 친절하게 새 주셔서 감사합니다.,['진료경험(진료/투약/검사/회진)_긍정'],
3267,전체적으로 만족해요,['시설/환경_긍정'],[]
3269,간호사분들이 너무 친절하신점 좋았습니다.,['간호사_긍정'],
3272,"만나는 모두가 정말 친절하셨기에, 삶에 귀감이 되었던 입원 경험이었습니다. 마주쳤던 모든 분들이 언제나 행복하시기 바랍니다.",['직원_긍정'],['진료경험(진료/투약/검사/회진)_긍정']
3273,친절하게 잘해주셔셔 고마워습니다,['진료경험(진료/투약/검사/회진)_긍정'],
3275,"병원내 모든분이 친절하시고..시설이 깨끗해서 좋았습니다..
진료나 채혈..엠알아이 같은 검사도 예약시간에서 오래 기다리지않고 받을수 있는점도 좋았습니다..","['시설/환경_긍정','직원_긍정']","['시설/환경_긍정','진료경험(진료/투약/검사/회진)_긍정','대기시간_긍정']"
3279,친절하시고 과잉진료엾고 좋은 병원이네요,['진료경험(진료/투약/검사/회진)_긍정'],
3281,직원분들이 친절하고 병원이 쾌적해서 좋았어요,"['시설/환경_긍정','직원_긍정']",
3293,예약시간 존중해주셔서 감사합니다,['대기시간_긍정'],
3297,병원은 편안하고 좋습니다. 김우열선생님 친절하시고 환자의 마음을 헤아려주시니 안심이됩니다.<BR/>하지만 식사가 22년3월엔좋았는데 이번엔 먹을수없을만큼 형편없었습니다.간호사님들과 직원분들 친절하고 좋았습니다.,"['의사_긍정','간호사_긍정','직원_긍정']","['의사_긍정','간호사_긍정','직원_긍정','시설/환경_부정']"
3298,환자는 의사 선생님 남 좋으면 다른 게 필요 없다. 그래서 의사선생님이 너무 깔끔하고 실력이 좋은 거 같아서 ,"['의사_긍정','시설/환경_긍정']",['의사_긍정']
3300,의료진들은 전체적으로 친절하고 좋았습니다<BR/>다만 행정전처리에 개선이 좀  필요한다고  느겨졌습니다. (퇴원수속에 1시간 40분 소요)<BR/>또한 2층 원무과 및 응급실 청소후에 병원 공기에  걸레 쉰 냉새가 진동했습니다. 이 문제는 상습적인거 같았고 병원에 쉰내라니 적잖이 당혹스러웠습니다.,"['의사_긍정','직원_부정','간호사_긍정']","['의사_긍정','간호사_긍정','병원시스템_부정','시설/환경_부정']"
3301,"전체적으로 시설이나 사용하는 기계들이 다 깨끗하니 검사를 받을때도 더 신뢰가 갔고 근무하시는 직원들, 간호사 선생님들 다 친절하셔서 좋았습니다:)","['시설/환경_긍정','간호사_긍정','직원_긍정']",
3307,병원관계자분들이 진철에서 좋아요. ,['직원_긍정'],['진료경험(진료/투약/검사/회진)_긍정']
3311,깨끗하고 조용한 분위기,"['시설/환경_부정','시설/환경_긍정']",['시설/환경_긍정']
3313,신 건물이라 깨끗하고 침상이나 개인 냉장고 개인 티비 있는것은 편리했습니다 그러나 지인들에게 추천하고 싶지 않습니다,['시설/환경_긍정'],
3314,"    치료잘해주셔서 
    감사합니다  항상 감사하며  살겠습니다
  환자들을위해 밤낮없이 노력하시는 모습이 
  참 아름답게  보였습니다
 ",['진료경험(진료/투약/검사/회진)_긍정'],
3316,간호사님들은 의사선생님들 보다 친절했어요,"['간호사_긍정','의사_부정']",
3320,"낮병동 입원이었는데 옆 베드 어르신들의 불만이 <BR/>많으시더라구요 (밥도 못 먹고 새벽부터 들어왔는데 언제까지 기다려야하느냐, 퇴원은 언제하냐..)<BR/>이를 처리할 분이 없다보니 간호사들이 스트레스를 많이 받을 것 같았어요. 더불어 아파서 수술 기다리는 저도 스트레스 받았네요.<BR/><BR/>수술 시간 혹은 입원 시간 조정해서 많이 기다리지 않게 부탁드립니다 ㅠㅠ","['직원_부정','간호사_부정']",['대기시간_부정']
3321,병원시설은  다좋은데  유류세탁실에서 큰실망을했읍니다  세탁기를열어보니 그안에 곰팡이가많이끼여  캄놀했읍니다  옷은 의생미 철저힐건데 이것을 빨리개선해야겠읍니다 요번이 3번째 입원했는데요안과의료진들  많이 환자들  생각해주는것이 아주좋았어요,"['직원_부정','시설/환경_부정','시설/환경_긍정','의사_긍정','간호사_긍정']","['시설/환경_부정','시설/환경_긍정','의사_긍정','간호사_긍정']"
3323,아이가 아파서 갔는데 신속하게 진료 잘 봐주셨어요,['진료경험(진료/투약/검사/회진)_긍정'],
3333,식당가가 원할했음 좋겠다,['시설/환경_부정'],
3334,산책할수 있는 5층에 공원이 좋았으,['시설/환경_긍정'],
3339,"레이저 장비도 많이 보유 하고 원장님 실력 믿고 방문하게
되었는데 전화로 대략적인금액안내 해주니 좋았고
대기시간은 좀 있었지만 원장님,상담실장님들 상담까지
필요한시술 잘이야기 해주셔서  믿고 다녀요
앞으로도 잘부탁드립니다","['대기시간_부정','시설/환경_긍정','의사_긍정','직원_긍정']",
3341,첫째: 의사 선생님의 전문적인 실력<BR/>          (수술 후 100% 만족)<BR/>둘째: 넓은 병실의 쾌적한 공기와 환경<BR/>세째: 간호 간병분들의 친절함,"['의사_긍정','시설/환경_긍정','간호사_긍정','직원_긍정']",
3342,간호사님들이 친절하시고 병원 직원분들이 친절했습니다,"['간호사_긍정','직원_긍정']",
3348,"모든 의료진분들이 친절하였고 병원이 청결하여 좋았습니다.
병원도착을 키오스크로 하여 무척 편리하였습니다.","['의사_긍정','간호사_긍정','병원시스템_긍정']",
3358,우선 다른병원보다 친절하고 설명도알아듣기쉽게말해주고 불편함없이 뭐든 물어보면 쉽고 정확하게 설명해주는게좋았네요,['진료경험(진료/투약/검사/회진)_긍정'],
3362,그냥그렇다,[],
3366,집이랑가까워서.그리고.우리과장님이<BR/>좋으시다~^^,"['의사_긍정','시설/환경_긍정']",
3371,"병원을 내원하면서 항상 느끼는 것은 병원이 매우 청결한 것과 자동 전산시스템으로 많은 사람이 대기중에 있음에도 대기시간이 오래 지체되지 않는다는 점, 그리고 안내하는 간호사님과 의사  ","['의사_긍정','시설/환경_긍정','간호사_긍정','병원시스템_긍정']","['의사_긍정','시설/환경_긍정','간호사_긍정','병원시스템_긍정','대기시간_긍정']"
3373,김미송 선생님 > 친절 (양치방법까지),['의사_긍정'],
3403,원인 모를 농양으로 인해 심신이 많이 지친 상태였는데 성형외과 서형준 교수님 및 간호사 분들께서 친절히 응대해주시고 친절히 설명해주셔서 한결 마음이 편안해졌습니다. 감사합니다.,"['의사_긍정','간호사_긍정']",
3415,1층 안내  해주시는 분이 많아 진료 받는데 불편이 멊어 좋았습니다.,[],['병원시스템_긍정']
3439,"병원이. 전체적으로. 깔끔하나 대기시간이
길어서 불편했음","['대기시간_부정','시설/환경_부정']","['대기시간_부정','시설/환경_긍정']"
3443,친절히 대해주셔서 감사드립니다.,['진료경험(진료/투약/검사/회진)_긍정'],
3445, 레이져시술 결과는 1개월 이후로 약속함,['진료경험(진료/투약/검사/회진)_긍정'],[]
3455,"의사, 간호사, 안내원 모두친절하였습니다.","['의사_긍정','간호사_긍정','직원_긍정']",
3459,선생님께서 알기쉽게 설명해 주었던점 점,['의사_긍정'],
3463,"안내및 진료시 상세하고 이해가 빠르고 부담 없이 결과에대한 답변을 들을수있어서  좋았습니다
감사합니다.","['진료경험(진료/투약/검사/회진)_긍정','병원시스템_긍정']",['진료경험(진료/투약/검사/회진)_긍정']
3467,최희영 교수님 한결같이 친절하시고 진료도 꼼꼼히 잘봐주셔서 너무 감사드립니다. 그리고 예진실 교정실 촬영실 시력검사실 간호사실 환자가 많음에도 최선을 다해 친절하게 응대해 주셔서 감사합니다. ,"['의사_긍정','간호사_긍정']",
3469,담당교수님게서  매우 친절하게  설명 해주셔서 감사드립니다 ,['의사_긍정'],
3479,대중교통이편리하여참좋았습니다.,['시설/환경_긍정'],
3485,원리를  잘  설명해주셔서  도움이 됩니다,['진료경험(진료/투약/검사/회진)_긍정'],
3493,집수대에서 안내 하시는 분들 친절함,['직원_긍정'],
3495,"한쪽한쪽 해주던거 한꺼번에 해주셔서
좋았어요",['진료경험(진료/투약/검사/회진)_긍정'],
3503,좋은점 없어요 ,['진료경험(진료/투약/검사/회진)_부정'],[]
3507,진료 선생님이 친절합니다,['의사_긍정'],
3509,"좋은 시설ㅡ좋은 환경
감사ㅡ합니다ㅡㅡㅡ",['시설/환경_긍정'],
3513,"별로임.  아마도 내원 환자의 풍족성이 원인 인듯
개선점. 의사  간호사를 제외한 직원 수 확충 요망 사료됨",['병원시스템_부정'],
3515,"각 과의 접수과정에서
원무/수납 접수 간호사 접수
등의 초진 인원이나 어르신들의
내방시 어려운 동선
각 과의 접수 및 동선 간소화 필요","['직원_부정','간호사_부정','의사_부정']","['시설/환경_부정','병원시스템_부정']"
